PlaceNumber,Class,PlaceName,LineNumber,Station,Address,Telephone,Image,Website,OpeningHours,Fee,Closed,PayFree
226,공연/전시장,롯데콘서트홀,"2, 8",잠실역,서울 송파구 올림픽로 300,1544-7744,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101252&thumb=Y,www.lotteconcerthall.com/,,,,
227,미술관,롯데화랑,2,을지로입구역,서울 중구 소공동 1,02-726-4428~9,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100512&thumb=Y,,10:30 ~ 20:00 (백화점 영업시간과 동일),무료,백화점과 동일,무료
228,문화예술회관,리틀엔젤스예술회관,5,아차산역,서울 광진구 능동로36길 25,070-7124-1740,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100706&thumb=Y,http://www.uac.co.kr,,,,유료
229,공연/전시장,마루아트홀,4,혜화역,서울 종로구 대학로8가길 30,02-1661-6981,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=5d07c3375c5b42c3bd332a016cd692ea&thumb=Y,없음,,문의,없음,유료
230,문화예술회관,마포아트센터,6,대흥역,서울 마포구 대흥로20길 28,02-3274-8600,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100857&thumb=Y,http://www.mapoartcenter.or.kr,,,,무료
231,기타,맛동,"3, 6",불광역,서울 은평구 녹번동 5-29,070-4285-3981,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=7f0163d52ae349b3b7925dc1e9d84706&thumb=Y,https://www.seoulnutri.co.kr/,,0,매주 일요일 및 법정공휴일,무료
232,유적지,망묘루,"1, 3, 5",종로3가역,서울 종로구 종로 157,,,,,,,
233,기타,메이커시티 세운,"1, 3, 5",종로3가역,서울 종로구 종로3가 143-1,02-2273-5505,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101368&thumb=Y,http://sewoon.org,,,,
234,공연/전시장,명동난타극장,2,을지로입구역,서울 중구 명동길 26,02-739-8288,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100873&thumb=Y,http://nanta.i-pmc.co.kr,월~일 및 공휴일 2시 5시 8시,,없음,유료
235,공연/전시장,명동예술극장,4,명동역,서울 중구 명동길 35,02-1644-2003,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101026&thumb=Y,http://www.ntck.or.kr/ko,,,,
236,공연/전시장,명보극장,"2, 3",을지로3가역,서울 중구 초동 18-5,02-2274-2121,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100538&thumb=Y,http://www.myungbo.com/,평일 11:00 ~ 18:30 토?일요일 10:00 ~ 18:30,,,유료
237,공연/전시장,모차르트콘서트홀,2,서초역,서울 서초구 서초동 1515-3,02-3472-8222,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100200&thumb=Y,http://mozarthall.co.kr/,,,,유료
238,문화원,목동아이스링크,5,오목교역,서울 양천구 목동  안양천로 939,02-2643-3057,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100269&thumb=Y,http://www.mdicerink.co.kr,,초등이하 2500원중?고등생 3000원대학생?일반 3500원,연중무휴,유료
239,문화원,목동운동장,5,오목교역,서울 양천구 목동 914,02-2640-3812,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100270&thumb=Y,http://stadium.seoul.go.kr/reserve/reserve_02_00.html,,프로축구 일반 5000원학생?군경 3000원,연중무휴,유료
240,박물관/기념관,목인박물관,3,경복궁역,서울 종로구 견지동 83,02-722-5066,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100326&thumb=Y,www.mokinmuseum.com,10:00~19:00,일반 5000원,설 추석 연휴,유료
241,박물관/기념관,몽촌역사관,"5, 9",올림픽공원역,서울 송파구 올림픽로 424,02-424-5138,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100243&thumb=Y,,3월 ~ 10월 10:00 ~ 17:0011월 ~  2월 10:00 ~ 16:00,무료,월요일 설 및 추석연휴공휴일 익일,무료
242,유적지,몽촌토성,8,강동구청역,서울 송파구 올림픽로 424,02-2147-2001,,,,,,
243,문화원,무계원,3,경복궁역,서울 종로구 부암동 315-3,02-379-7131~2,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100893&thumb=Y,https://www.jfac.or.kr/,09:00 ~ 18:00,무료,매주 월요일 1월 1일 추석 및 설날 연휴,무료
244,문화예술회관,문래예술공장,1,영등포역,서울 영등포구 경인로88길 5-4,02-2676-4300,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=efb9ba482d20442587797470e11b9348&thumb=Y,http://www.sfac.or.kr/,,,매주 월요일,무료
245,미술관,문예진흥원 아르코미술관,4,혜화역,서울 종로구 동숭동 1-130,02-760-4500,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100402&thumb=Y,http://www.arkoartcenter.or.kr/,11:00~20:00,일반 2000원 청소년 1000원,월요일 설 추석,유료
246,공연/전시장,문학의집서울,4,명동역,서울 중구 퇴계로26길 65,02-778-1026~7,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101019&thumb=Y,http://www.imhs.co.kr,,,일요일 및 법정공휴일 본 법인이 정한 날,
247,공연/전시장,문화공간 이육사,6,고려대역,서울 성북구 종암로21가길 36-1,02-928-0264,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101505&thumb=Y,https://www.sbculture.or.kr,,,일요일월요일공휴일,
248,유적지,문화류씨묘역,"3, 5",오금역,서울 송파구 오금동,02-410-3412,,,,,,
249,기타,문화비축기지,"6, 공항, 경의중앙",디지털미디어시티역,서울 마포구 성산동 661 증산로 87,070-4222-1203,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100941&thumb=Y,http://futurehouse.kr,,,,
250,공연/전시장,문화일보홀,5,서대문역,서울 중구 충정로1가 68,02-3701-5754,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100714&thumb=Y,http://hall.munhwa.com/,공연에 따라 다름,,없음,유료
251,공연/전시장,문화정원아트홀,1,독산역,서울 금천구 독산동 296-9,02-839-1155,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100902&thumb=Y,www.cgarthall.co.kr,,,,
252,공연/전시장,민속극장풍류,"9, 수인분당",선정릉역,서울 강남구 삼성동 112-2,02-566-5951,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100018&thumb=Y,,3월 ~ 10월 : 10 ~ 18시11월 ~  2월 : 10 ~ 17시,,,유료
253,공연/전시장,밀알학교 세라믹 팔레스홀,3,일원역,서울 강남구 일원동 713,02-3411-4668,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100050&thumb=Y,http://www.cphall.org/,,,,유료
254,공연/전시장,반포심산아트홀,9,구반포역,서울 서초구 반포동 114-3,02-3477-2461,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100953&thumb=Y,https://www.seochocf.or.kr,,,,
255,기타,밝은미소운동본부,3,일원역,서울 강남구 일원로 121,02-883-5630,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101024&thumb=Y,www.smilekorea.org,,,,
256,공연/전시장,방송회관 코바코홀,5,오목교역,서울 양천구 목동동로 233,02-3219-5700,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101359&thumb=Y,http://kobacohall.com,,,,
257,유적지,서울방이동고분군,9,송파나루역,서울 송파구 방이동,02-2147-2800,,,,,,
258,유적지,백련사,4,수유역,서울 강북구 수유동 산 17-1,02-990-7058,,,,,,
259,유적지,백범광장,4,회현역,서울 중구 회현동1가 100-115,,,,,,,
260,박물관/기념관,백범기념관,"6, 경의중앙",효창공원앞역,서울 용산구 효창동 255,02-719-1311,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100307&thumb=Y,www.kimkoomuseum.org,3월~10월 10:00~18:0011월~2월 10:00~17:00,무료,월요일1월 1일설날 추석 기타 관장이 정하는 날.,무료
261,유적지,백범김구기념관,"경의중앙, 6",효창공원앞역,서울 용산구 임정로 26,02-799-3400,,,,,,
262,공연/전시장,백암아트홀,2,삼성역,서울 강남구 테헤란로113길 7,02-559-1333,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100019&thumb=Y,http://www.baekamhall.com/,,,,유료
263,박물관/기념관,보나장신구 박물관,1,종각역,서울 종로구 관훈동 192-10 ,02-732-6621,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100360&thumb=Y,www.bonamuseum.com,화토 10:30~18:30일 12:00~ 18:00,일반 5000원청소년 4000원,매주 월요일,유료
264,유적지,보신각,1,종각역,서울 종로구 종로 54,,,,,,,
265,공연/전시장,봄날아트홀,4,혜화역,서울 종로구 동숭동 1-153,02-741-6069,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100376&thumb=Y,arirang.jinbo.net,,,,유료
266,공연/전시장,부암아트홀,3,경복궁역,서울 종로구 부암동 208-71,02-391-9637,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100418&thumb=Y,http://www.buamart.co.kr/,,,,유료
267,박물관/기념관,부엉이 박물관,3,안국역,서울 종로구 삼청동 27-21,02-3210-2902,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100426&thumb=Y,www.owlmuseum.co.kr,10:00~19:00,5000원,매주 월요일 화요일,유료
268,기타,북서울꿈의숲,4,미아사거리역,서울 강북구 월계로 173,02-2289-4001,,,,,,
269,문화예술회관,북촌 서울무형문화재 교육전시장,3,안국역,서울 종로구 북촌로 20-13,02-742-6444,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=34ce0a9dad7c4f86be39106b22e02892&thumb=Y,www.seoulmaster.co.kr,오전 11시 ~ 오후 5시,전시 무료  교육/체험 유료,매주 월요일,유료
270,문화예술회관,북촌문화센터,3,안국역,서울 종로구 계동길 37,02-741-1033,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101144&thumb=Y,http://hanok.seoul.go.kr/,,,연중무휴,
271,미술관,북촌박물관,3,안국역,서울 종로구 가회동 170-4,02-741-2296,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100318&thumb=Y,http://www.bukchonartmuseum.com,화요일 - 일요일 오전11시 - 오후6시,성인 2000원 7~18세 1000원,월요일 설 추석,유료
272,공연/전시장,블루스퀘어(Blue Square),6,한강진역,서울 용산구 한남동 727-56,1544-1591,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100909&thumb=Y,www.bluesquare.kr/,,,,
273,공연/전시장,빈집프로젝트,2,구로디지털단지역,서울 금천구 독산로96길 6,02-809-8238,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101186&thumb=Y,www.gcfac.or.kr,,,비정기,
274,문화예술회관,사각사각 플레이스,2,잠실새내역,서울 송파구 한가람로 65,02-420-1160,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101366&thumb=Y,,,,,
275,문화예술회관,사당문화회관,7,남성역,서울 동작구 사당동 248-6,02-588-4111,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100825&thumb=Y,http://www.idongjak.or.kr/,- 평   일(월~금) : 06:00~22:00  토요일 : 06:00~21:00 / 일요일(1주) : 10:00~19:00,,공휴일 및 5주째 일요일,무료
276,미술관,사비나미술관,"3, 6",연신내역,서울 은평구 진관1로 93,02-736-4371,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100450&thumb=Y,http://www.savinamuseum.com/,,,월요일,
277,박물관/기념관,사육신역사관,9,노들역,서울 동작구 노량진로 191,070-7204-3258,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=8017f8f60dff49e08cd894b902930e1b&thumb=Y,www.idfac.or.kr,,0,매주 일 월요일/법정공휴일,무료
278,공연/전시장,삼각산시민청,우이신설,솦밭공원역,서울 강북구 삼양로 595,02-900-4300,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=57dc48d582ef4f6780e3230b58e9ae0e&thumb=Y,http://sg.seoulcitizenshall.kr/,,,1월 1일 설날 당일 추석 당일 매주 마지막주 월요일,무료
279,유적지,삼봉정도전시비,"1, 3, 5",종로3가역,서울 종로구 인의동 123,,,,,,,
280,미술관,삼성미술관 Leeum,6,한강진역,서울 용산구 한남동 747-18,02-2014-6901,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100304&thumb=Y,http://leeum.samsungfoundation.org/,10:30~18:00,일반 10000원청소년 6000원,월요일,유료
281,미술관,삼성미술관 리움,6,한강진역,서울 용산구 이태원로55길 60-16,02-2014-6900,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101061&thumb=Y,http://leeum.samsungfoundation.org,,,,
282,박물관/기념관,삼성출판박물관,3,경복궁역,서울 종로구 구기동 126-4,02-394-6544,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100364&thumb=Y,www.ssmop.org,월~금 10:00~17:00,일반 3000원 학생 2000원,토 일요일공휴일 휴관,유료
283,공연/전시장,삼일로창고극장,4,명동역,서울 중구 삼일대로9길 12,02-3789-9640,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=797d0c5893a149f0947a36ffd6fd3bbd&thumb=Y,http://samilro.com/,공연시간에 따라 다름,0,매주 월요일/설추석 연휴 일(공연장) 설 추석 연휴 당일(스튜디오),무료
284,유적지,삼전도비,"2, 8",잠실역,서울 송파구 송파나루길 256,042-481-4650,,,,,,
285,기타,삼청각,4,한성대입구역,서울 성북구 성북동 330-115,02-3676-3456,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100229&thumb=Y,www.samcheonggak.or.kr,,,월요일,유료
286,미술관,상계예술마당,"4, 7",노원역,서울 노원구 상계로10길 41-7,02-2289-3462,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4e157c6e776a4f31a7304d44a10b9919&thumb=Y,www.nowonarts.kr,,0,1월1일 설 ？ 추석연휴,무료
287,박물관/기념관,상명대학교 박물관,3,안국역,서울 종로구 홍지동 110-743,02-2287-5281,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100497&thumb=Y,http://museum.smu.ac.kr/,월~금 10:00~16:00,무료,토일요일법정공휴일개교기념일동하계 휴가기간,무료
288,공연/전시장,상명아트센터,3,경복궁역,서울 종로구 홍지동 7-1,02-538-0058,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100926&thumb=Y,www.smarts.or.kr,,,,
289,공연/전시장,상봉시네마,"7, 경의중앙, 경춘",상봉역,서울 중랑구 상봉동 92-2,02-6462-2300,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100559&thumb=Y,http://www.sbcine.co.kr/,,,,유료
290,공연/전시장,샘터 파랑새 극장,4,혜화역,서울 종로구 동숭동 1-115,02-763-8961,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100375&thumb=Y,www.isamtoh.com,,,월요일,유료
291,박물관/기념관,생명과학박물관,5,오목교역,서울 양천구 목동 405-207,02-2648-6114,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100412&thumb=Y,www.biom.or.kr,10:00 13::00 15:00(방학기간 17:00 추가개장),어른학생 : 5000 유아:3000(20인 이상 단체 1인단 1000원 할인),매주 월요일 추석 설날,유료
292,박물관/기념관,샬트르성바오로수녀회 역사박물관,"2, 3",을지로3가역,서울 중구 명동2가 1-6,02-3706-3255,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100508&thumb=Y,www.spcseoul.or.kr,10:00~11:30 13:30~16:30,무료,화요일 국경일부활절 성탄절,무료
293,박물관/기념관,서강대학교 박물관,경의중앙선,서강대역,서울 마포구 신수동 1-1,02-705-8215,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100173&thumb=Y,http://sogmuse.sogang.ac.kr,10:00~12:0013:00~15:00,무료,토일요일국가공휴일방학기간,무료
294,문화예술회관,서교예술실험센터,"2, 경의중앙, 공항",홍대입구역,서울 마포구 잔다리로6길 33,02-333-0246,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=94b21da6480b4a4cb0cc251c9b838897&thumb=Y,http://www.sfac.or.kr,,,월요일 공휴일,무료
295,문화예술회관,서대문문화회관,3,홍제역,서울 서대문구 홍은동 26-155,02-360-8560~1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100794&thumb=Y,http://www.sscmc.or.kr/culture1/,,,,무료
296,박물관/기념관,서대문자연사박물관,2,신촌역,서울 서대문구 연희로32길 51,02-330-1731,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100183&thumb=Y,namu.sdm.go.kr,3~10월 09:00~18:00 | 11~2월 09:00~17:00,어린이(5세~12세) : 1000원 / 청소년(13세~18세) : 2000원 / 어른 : 3000원 /  65세이상 4세이하 장애인 : 무료,1월 1일 설날 추석 매주 월요일(월요일이 공휴일인 경우 그 다음날),유료
297,박물관/기념관,서대문형무소역사관,3,독립문역,서울 서대문구 통일로 251,02-360-8590~1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100186&thumb=Y,www.sscmc.or.kr/culture2,3~10월 09:30~18:00 | 11~2월 09:30~17:00,일반 1500원 | 청소년 1000원| 어린이 500원,매주 월요일 신정 설날,유료
298,미술관,서리풀청년아트갤러리,3,남부터미널역,서울 서초구 남부순환로323길 1,02-3477-2074,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101389&thumb=Y,www.seocho.go.kr/seoripulgallery,11:00~19:00,무료,일월공휴일,무료
299,문화예술회관,서서울예술교육센터,"2, 5",까치산역,서울 양천구 남부순환로64길 2,02-3437-0099,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=48b137301e754b33a843fafcfb953d4f&thumb=Y,https://www.sfac.or.kr/,,,설/추석 당일,무료
300,공연/전시장,서울 아트 시네마,"1, 3, 5",종로3가역,서울 종로구 낙원동 삼일대로 428,02-741-9782,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100366&thumb=Y,http://www.cinematheque.seoul.kr/,,,,유료
301,기타,서울 애니메이션 센터,4,명동역,서울 중구 소공로 48,02-3455-8330,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=2bf2689ebf5844719c9d44fe557b7dec&thumb=Y,https://www.ani.seoul.kr/aniindex.sba,화요일 ~ 일요일 10:00 ~ 18:00 (동절기 17:00 폐관),0,매주 월요일 1월1일 설날?추석 당일 기타 센터 지정일,무료
302,박물관/기념관,서울공예박물관,3,안국역,서울 종로구 율곡로3길 4,02-6450-7000,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=5ebb05e28dc74b50bf7ebea127cd278f&thumb=Y,craftmuseum.seoul.go.kr,,0,매주 월요일 1월 1일 설날 추석 ,무료
303,문화예술회관,서울교육문화회관,신분당선,양재시민의숲역,서울 서초구 바우뫼로12길 70,02-571-8100,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100214&thumb=Y,http://www.temfhall.co.kr/,공연일정에 따라 다름,공연에 따라 다름,연중무휴,유료
304,공연/전시장,서울극장,"1, 3, 5",종로3가역,서울 종로구 관수동 돈화문로 13,02-2269-2700,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100331&thumb=Y,http://www.seoulcinema.com/,,유료,,유료
305,기타,서울기록원,"3, 6",불광역,서울 은평구 통일로62길 7,02-350-5600,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=95f52a0c6e024bc4bbe4af1d8066cd70&thumb=Y,https://archives.seoul.go.kr/,,0,매주 월요일 설날 추석 당일,무료
306,공연/전시장,서울남산국악당,"3, 4",충무로역,서울 중구 필동2가 84-1,02-2261-0500,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f2161869bc084483adcdaea7e7673841&thumb=Y,https://www.hanokmaeul.or.kr/,,,매주 월요일,무료
307,미술관,서울대학교 미술관,2,서울대입구역,서울 관악구 신림동 56-1,02-880-9504,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100090&thumb=Y,http://www.snumoa.org,10:00~18:00,일반 3000원초중고 2000원,일요일 및 공휴일 개교기념일,유료
308,박물관/기념관,서울대학교 치과대학 치의학 박물관,4,혜화역,서울 종로구 연건동 110-749,02-740-8799,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100455&thumb=Y,www.dentmuseum.or.kr,월~금 10:00~12:00,무료,개교기념일 (10/15)토일 공휴일,무료
309,공연/전시장,서울도시건축전시관,"1, 2",시청역,서울 중구 세종대로 119,02-736-8050,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=953f1237c1e046a29d3e20c420adafcf&thumb=Y,https://sca.seoul.go.kr/seoulhour/site/urbanArch/home,,0,매주 월요일 (공휴일인 경우 그 다음날) 1월1일 설날 추석 및 서울도시건축전시관이 지정한 날,무료
310,공연/전시장,서울돈화문국악당,3,안국역,서울 종로구 와룡동 12-2,02-3210-7001~2,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=551aebe187b245b29850109fd7872291&thumb=Y,www.sdtt.or.kr,,,월요일,무료
311,기타,서울로 7017,경의중앙,서울역,서울 중구 만리동1가 1,02-2133-4483,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100980&thumb=Y,http://seoullo7017.seoul.go.kr,,,,
312,공연/전시장,서울로미디어캔버스,"1, 4, 공항",서울역,서울 중구 만리재로 215,02-2133-2712,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101324&thumb=Y,http://design.seoul.go.kr,,,없음,
313,기타,서울무용센터,6,새절역,서울 서대문구 명지2길 14,02-304-9100,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f237935ed8c9497c8e844e09d2397ed6&thumb=Y,http://www.sfac.or.kr/html/artspace/dance_introduction.asp,,,설(구정) 당일 추석 당일,무료
314,문화예술회관,서울문화재단,2,용두역,서울 동대문구 청계천로 517,02-3290-7000,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=905f57348b684c4782ad6ab0d2d3b4e5&thumb=Y,http://www.sfac.or.kr/,,,주말 및 공휴일 휴관,무료
315,박물관/기념관,서울상상나라,7,어린이대공원역,서울 광진구 능동로 216,02-6450-9500,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4462cabcd74c4d9a9fff66d4efeebf9f&thumb=Y,www.seoulchildrensmuseum.org,오전 10시 ~ 오후 6시 (입장마감 오후 4시),36개월 이상 4천원,매주 월요일 1월 1일 설날?추석연휴 보수기간,유료
316,기타,서울새활용플라자,5,장한평역,서울 성동구 자동차시장길49,02-2153-0400,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=9ae9386b6c904d8e8ed529ecb51b80fd&thumb=Y,http://www.seoulup.or.kr/,,0,매주 월요일 휴무 설날추석당일 휴관,무료
317,기타,서울생각마루,7,뚝섬유원지역,서울 광진구 강변북로 2202,02-3780-0517,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101418&thumb=Y,http://www.j-bug.co.kr/,,,매주 월요일,
318,문화예술회관,서울생활문화센터 낙원,"1, 3, 5",종로3가역,서울 종로구 삼일대로 428,02-6959-8323,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=63df92c30c024df0a810fd004aba96af&thumb=Y,http://www.nakwon-communityart.or.kr/,,0,월요일 신정 구정 추석연휴,무료
319,문화예술회관,서울생활문화센터 서교,"2, 6",합정역,서울 마포구 양화로 72,02-6351-7531,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e1a63c855f7044e59cd165fcc214bcc7&thumb=Y,https://www.seogyocenter.or.kr/,,0,매주 월요일 1월 1일 설날 및 추석연휴 (그외 일정 별도 공지),무료
320,문화예술회관,서울생활문화센터 체부,3,경복궁역,서울 종로구 자하문로1나길 3-2,02-6272-0111,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=7d57d54657674a788deafb3b3e47cb27&thumb=Y,www.ccasc.or.kr,,,매주 월요일 / 신정 및 구정 연휴 / 추석연휴,무료
321,박물관/기념관,서울생활사박물관,7,태릉입구역,서울 노원구 동일로 174길 27,02-3399-2900,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101547&thumb=Y,https://museum.seoul.go.kr/sulm/index.do,,,,무료
322,공연/전시장,서울숲공원 야외공연장,수인분당,서울숲역,서울 성동구 성수동1가 685-306,02-460-2905,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100864&thumb=Y,http://parks.seoul.go.kr/template/default.jsp?park_id=seoulforest,행사별로 정함,행사별로 정함,없음,무료
323,미술관,서울시립 북서울미술관,7,하계역,서울 노원구 동일로 1238,02-2124-5201,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100886&thumb=Y,http://sema.seoul.go.kr,평일 10:00~20:00 토일공휴일 하절기(3월~10월) 19시 동절기(11월~2월 18시),무료,매주 월요일 1월 1일,무료
324,박물관/기념관,서울시립과학관,7,하계역,서울 노원구 한글비석로 160,02-970-4500,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101352&thumb=Y,http://science.seoul.go.kr,,,설날 추석날 1월1일 매주 월요일,
325,공연/전시장,서울시립대학교 박물관,"경의중앙, 수인분당, 경춘",청량리역,서울 동대문구 회기동 90,02-2210-2285,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100152&thumb=Y,http://museum.uos.ac.kr,평일 10:00~17:00,무료,토요일 일요일 공휴일,무료
326,미술관,서울혁신파크,"3, 6",불광역,서울 은평구 통일로 684,02-389-7512,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101447&thumb=Y,,,,월요일,
